ARTICLE_ID,HEADLINE,AUTHOR,CONTENT,ARTICLE_URL,MEDIA_PROVIDER,PUBLISH_DATE,VIEW_COUNT,COMMENT_COUNT,UNIQUE_COMMENTERS,ENGAGEMENT,LIKES_AND_VOTES,INBOUND_LINKS,FORUM_THREAD_SIZE,FOLLOWING,FOLLOWERS,UPDATES,BLOG_POST_SENTIMENT,BLOG_POST_ENGAGEMENT,BLOG_POST_CLASSIFICATION,BLOG_POST_ASSIGNMENT,BLOG_POST_PRIORITY,BLOG_POST_COMMENT,BLOG_POST_NOTE,BLOG_POST_TAG,BLOG_SOURCE_TAG,FIRST_ENGAGEMENT_ACTIVITY,LAST_ENGAGEMENT_ACTIVITY
410558687936,"TWEET FROM: TMJ_NWK_SOCSCI","TMJ_NWK_SOCSCI","#SocialSciences #Job in #JerseyCity, NJ: Therapeutic Tech at Jersey City Medical Center http://t.co/pfDb7h9Ejt #Jobs #Hiring #CareerArc","http://twitter.com/tmj_nwk_socsci/statuses/629623806361862148","TWITTER","Aug 07, 2015 12:03 PM",0,0,0,0,0,0,0,103,86,26,Neutral,,,,,,,,,,
410558016014,"TWEET FROM: ADVANCE_NJJOBS","ADVANCE_NJJOBS","Barnabas Health is hiring! ED PCT FT (NIGH #jobs in JERSEY CITY Apply today http://t.co/TjswF2IaAS","http://twitter.com/Advance_NJJobs/statuses/629623064653905920","TWITTER","Aug 07, 2015 12:00 PM",0,0,0,0,0,0,0,42,150,56022,Neutral,,,,,,,,,,
410556651628,"TWEET FROM: NWKNURSING","NWKNURSING","Jersey City Medical Center #Nursing #Job: MOTHER BABY RN FT (7P-7A) (#JerseyCity, NJ) http://t.co/Ma00NaScWI #Jobs #Hiring #CareerArc","http://twitter.com/nwknursing/statuses/629621565819203585","TWITTER","Aug 07, 2015 11:54 AM",0,0,0,0,0,0,0,325,495,270,Neutral,,,,,,,,,,
410544792526,"TWEET FROM: ADVANCE_NJJOBS","ADVANCE_NJJOBS","Barnabas Health is hiring! MED/SURG 7 EAST #jobs in JERSEY CITY Apply today http://t.co/GtzZNQqexH","http://twitter.com/Advance_NJJobs/statuses/629607962563186688","TWITTER","Aug 07, 2015 11:00 AM",0,0,0,0,0,0,0,42,150,56017,Neutral,,,,,,,,,,
410544793998,"TWEET FROM: ADVANCE_NJJOBS","ADVANCE_NJJOBS","Barnabas Health is hiring! CARDIAC CATH LA #jobs in JERSEY CITY Apply today http://t.co/7cpOyfLlhb","http://twitter.com/Advance_NJJobs/statuses/629607960520601600","TWITTER","Aug 07, 2015 11:00 AM",0,0,0,0,0,0,0,42,150,56015,Neutral,,,,,,,,,,
410532702832,"TWEET FROM: ADVANCE_NJJOBS","ADVANCE_NJJOBS","Barnabas Health is hiring! ICU PCT PER DIE #jobs in JERSEY CITY Apply today http://t.co/EWNTcTw54d","http://twitter.com/Advance_NJJobs/statuses/629592911664037888","TWITTER","Aug 07, 2015 10:00 AM",0,0,0,0,0,0,0,42,150,56012,Neutral,,,,,,,,,,
410513953716,"TWEET FROM: JOBSATBARNABAS","JOBSATBARNABAS","Jersey City Medical Center: MED/SURG 7 EAST PT RN (7P-7A) (#JerseyCity, NJ) http://t.co/mbrVmHmqFf #Nursing #Job #Jobs #Hiring","http://twitter.com/JobsAtBarnabas/statuses/629566904076664832","TWITTER","Aug 07, 2015 08:17 AM",0,0,0,0,0,0,0,0,123,738,Neutral,,,,,,,,,,
410494190034,"TWEET FROM: JOBSATBARNABAS","JOBSATBARNABAS","Medical Technologist-Laboratory - Jersey City Medical Center: (#JerseyCity, NJ) http://t.co/LjwAL84VBW #Healthcare #Job #Jobs #Hiring","http://twitter.com/JobsAtBarnabas/statuses/629539170067701760","TWITTER","Aug 07, 2015 06:26 AM",0,0,0,0,0,0,0,0,123,732,Neutral,,,,,,,,,,
410421502645,"TWEET FROM: JOBSATBARNABAS","JOBSATBARNABAS","#Healthcare #Job alert: Service Coordinator-EIP Case Management... | Jersey City Medical Center | #JerseyCity, NJ http://t.co/WBpZq5XbmN","http://twitter.com/JobsAtBarnabas/statuses/629467487600443392","TWITTER","Aug 07, 2015 01:41 AM",0,0,0,0,0,0,0,0,123,719,Neutral,,,,,,,,,,
410407111234,"TWEET FROM: JOBSATBARNABAS","JOBSATBARNABAS","#JerseyCity, NJ #Nursing #Job: MED/SURG 7 EAST RN PT (7P-7A) at Jersey City Medical Center http://t.co/95EDJB2w72 #Jobs #Hiring","http://twitter.com/JobsAtBarnabas/statuses/629455912806166528","TWITTER","Aug 07, 2015 12:55 AM",0,0,0,0,0,0,0,0,123,719,Neutral,,,,,,,,,,
410386345624,"TWEET FROM: JOBSATBARNABAS","JOBSATBARNABAS","#JerseyCity, NJ #Nursing #Job: OUTPATIENT INFUSION RN PER DIEM (DAY) at Jersey City Medical Center http://t.co/LhGhXM79gD #Jobs #Hiring","http://twitter.com/JobsAtBarnabas/statuses/629437400788238336","TWITTER","Aug 06, 2015 11:42 PM",0,0,0,0,0,0,0,0,123,715,Neutral,,,,,,,,,,
410382564160,"TWEET FROM: KNIGHTANDHAMMER","KNIGHTANDHAMMER","#Matilda loves #JCMC #EMS. BEST IN NEW JERSEY & PROBABLY THE WORLD! http://t.co/yROVjyTBZm","http://twitter.com/KnightandHammer/statuses/629433551247790080","TWITTER","Aug 06, 2015 11:27 PM",0,0,0,0,0,0,0,157,190,4072,Neutral,,,,,,,,,,
410476048571,"Post from Born at the Margaret Hague  ","BORN AT THE MARGARET HAGUE","#Matilda loves #JCMC #EMS. BEST IN NEW JERSEY & PROBABLY THE WORLD! JCMC","http://www.facebook.com/permalink.php?story_fbid=794688280643857&id=505815946197760","Facebook Photo Posts","Aug 06, 2015 11:26 PM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410370002541,"TWEET FROM: JERSEY_CITY_JOB","JERSEY_CITY_JOB","#JerseyCityJobs Plumber (7a-3p): Barnabas Health Medical Group - Jersey City, NJ - Job Posti... http://t.co/MikHXJKucY #JerseyCity #Jobs","http://twitter.com/Jersey_City_Job/statuses/629421152377532418","TWITTER","Aug 06, 2015 10:37 PM",0,0,0,0,0,0,0,1,245,22190,Neutral,,,,,,,,,,
410378610985,"Post from NJCU Nursing  ","NJCU NURSING","Congratulations to the first cohort of the HRSA grant funded RN to BSN Residency Program on the occasion of their pinning. This program is in collaboration with Jersey City Medical Center, Jersey City Health Department, Essex County College, and Passaic County College.","http://www.facebook.com/permalink.php?story_fbid=1094668760562094&id=134773723218274","Facebook Photo Posts","Aug 06, 2015 10:21 PM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410363826365,"Post from Jersey City Medical Center  ","JERSEY CITY MEDICAL CENTER","Did you know exercise helps fight breast cancer? To learn more about breast cancer, including preventive screenings, understanding your diagnosis, deciding on treatment and more, visit http://ow.ly/QA9wV.","http://www.facebook.com/permalink.php?story_fbid=10153458517808605&id=146041778604","Facebook Photo Posts","Aug 06, 2015 10:03 PM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410355831755,"TWEET FROM: JOBSATBARNABAS","JOBSATBARNABAS","Jersey City Medical Center #Nursing #Job: MED/SURG 6 EAST RN PT (DAY) (#JerseyCity, NJ) http://t.co/vI9h5pbkEd #Jobs #Hiring","http://twitter.com/JobsAtBarnabas/statuses/629407208149651456","TWITTER","Aug 06, 2015 09:42 PM",0,0,0,0,0,0,0,0,123,711,Neutral,,,,,,,,,,
410349874006,"TWEET FROM: NWKNURSING","NWKNURSING","#Nursing #Job alert: Registered Nurse (CVICU) | Jersey City Medical Center | #JerseyCity, NJ http://t.co/GUq3j3W9oQ #Jobs #Hiring","http://twitter.com/nwknursing/statuses/629401353882746881","TWITTER","Aug 06, 2015 09:19 PM",0,0,0,0,0,0,0,325,496,281,Neutral,,,,,,,,,,
410345354511,"TWEET FROM: ADVANCE_NJJOBS","ADVANCE_NJJOBS","Barnabas Health is hiring! SAME DAY SURGER #jobs in JERSEY CITY Apply today http://t.co/IdL1FZdL0u","http://twitter.com/Advance_NJJobs/statuses/629396685395853314","TWITTER","Aug 06, 2015 09:00 PM",0,0,0,0,0,0,0,42,149,55907,Neutral,,,,,,,,,,
410345335273,"TWEET FROM: ADVANCE_NJJOBS","ADVANCE_NJJOBS","Barnabas Health is hiring! ED RN Per Diem  #jobs in JERSEY CITY Apply today http://t.co/TsyrueSf0l","http://twitter.com/Advance_NJJobs/statuses/629396687132344324","TWITTER","Aug 06, 2015 09:00 PM",0,0,0,0,0,0,0,42,149,55908,Neutral,,,,,,,,,,
410345318359,"TWEET FROM: ADVANCE_NJJOBS","ADVANCE_NJJOBS","Barnabas Health is hiring! 7 EAST PCT PT ( #jobs in JERSEY CITY Apply today http://t.co/srCeYHw7KY","http://twitter.com/Advance_NJJobs/statuses/629396688529063936","TWITTER","Aug 06, 2015 09:00 PM",0,0,0,0,0,0,0,42,149,55909,Neutral,,,,,,,,,,
410345325078,"TWEET FROM: ADVANCE_NJJOBS","ADVANCE_NJJOBS","Barnabas Health is hiring! ED RN Per Diem  #jobs in JERSEY CITY Apply today http://t.co/M0ixUeTSCy","http://twitter.com/Advance_NJJobs/statuses/629396682120138753","TWITTER","Aug 06, 2015 09:00 PM",0,0,0,0,0,0,0,42,149,55905,Neutral,,,,,,,,,,
410345316837,"TWEET FROM: ADVANCE_NJJOBS","ADVANCE_NJJOBS","Barnabas Health is hiring! ER RN FT (7A-7P #jobs in JERSEY CITY Apply today http://t.co/9AHvi2wmq0","http://twitter.com/Advance_NJJobs/statuses/629396684070518784","TWITTER","Aug 06, 2015 09:00 PM",0,0,0,0,0,0,0,42,149,55906,Neutral,,,,,,,,,,
410345354519,"TWEET FROM: ADVANCE_NJJOBS","ADVANCE_NJJOBS","Barnabas Health is hiring! MED/SURG 7 WEST #jobs in JERSEY CITY Apply today http://t.co/mKobwfbOWk","http://twitter.com/Advance_NJJobs/statuses/629396680706625536","TWITTER","Aug 06, 2015 09:00 PM",0,0,0,0,0,0,0,42,149,55904,Neutral,,,,,,,,,,
410345316836,"TWEET FROM: ADVANCE_NJJOBS","ADVANCE_NJJOBS","Barnabas Health is hiring! MED/SURG 7 WEST #jobs in JERSEY CITY Apply today http://t.co/dLRGebK5BY","http://twitter.com/Advance_NJJobs/statuses/629396679305789440","TWITTER","Aug 06, 2015 09:00 PM",0,0,0,0,0,0,0,42,149,55903,Neutral,,,,,,,,,,
410345296794,"TWEET FROM: ADVANCE_NJJOBS","ADVANCE_NJJOBS","Barnabas Health is hiring! MED/SURG 6 EAST #jobs in JERSEY CITY Apply today http://t.co/OiuRSOzhGq","http://twitter.com/Advance_NJJobs/statuses/629396677875470336","TWITTER","Aug 06, 2015 09:00 PM",0,0,0,0,0,0,0,42,149,55902,Neutral,,,,,,,,,,
410345328691,"TWEET FROM: ADVANCE_NJJOBS","ADVANCE_NJJOBS","Barnabas Health is hiring! MED/SURG 7 EAST #jobs in JERSEY CITY Apply today http://t.co/TUnFqg1GCr","http://twitter.com/Advance_NJJobs/statuses/629396676415852544","TWITTER","Aug 06, 2015 09:00 PM",0,0,0,0,0,0,0,42,149,55901,Neutral,,,,,,,,,,
410340595157,"Post from The Jersey Journal  ","THE JERSEY JOURNAL"," Seven hours after being shot inside a home on Bartholdi Avenue, a mother of three remains in critical conditions at Jersey City Medical Center-Barnabas Health, hospital spokesperson Mark Rabson said....","http://www.facebook.com/permalink.php?story_fbid=10156051230725438&id=184604810437","Facebook Link Posts","Aug 06, 2015 08:33 PM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410338522595,"TWEET FROM: NWKHEALTH","NWKHEALTH","Want to work at Jersey City Medical Center? We're #hiring in #JerseyCity, NJ! Click for details: http://t.co/SAJ1XivzHJ #Healthcare #Job","http://twitter.com/nwkhealth/statuses/629389657294278656","TWITTER","Aug 06, 2015 08:32 PM",0,0,0,0,0,0,0,325,524,310,Neutral,,,,,,,,,,
410340327228,"Post from Jersey City Medical Center  ","JERSEY CITY MEDICAL CENTER","World Breast Feeding booth at our Medical Office Building","http://www.facebook.com/permalink.php?story_fbid=10153458352373605&id=146041778604","Facebook Photo Posts","Aug 06, 2015 08:10 PM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410344081427,"Post from Jersey City Medical Center  ","JERSEY CITY MEDICAL CENTER","JCMC Medical Staff celebrate #worldbreastfeedingweek by wearing our new bracelets. #liveworkpump","http://www.facebook.com/permalink.php?story_fbid=10153458358853605&id=146041778604","Facebook Photo Posts","Aug 06, 2015 08:10 PM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410330558951,"TWEET FROM: ADVANCE_NJJOBS","ADVANCE_NJJOBS","Barnabas Health is hiring! MED/SURG 7 EAST #jobs in JERSEY CITY Apply today http://t.co/pp9D9MQL7F","http://twitter.com/Advance_NJJobs/statuses/629381469354328064","TWITTER","Aug 06, 2015 08:00 PM",0,0,0,0,0,0,0,42,149,55898,Neutral,,,,,,,,,,
410330571987,"TWEET FROM: ADVANCE_NJJOBS","ADVANCE_NJJOBS","Barnabas Health is hiring! SPECIAL PROCEDU #jobs in JERSEY CITY Apply today http://t.co/gTEcYL59ET","http://twitter.com/Advance_NJJobs/statuses/629381466653208577","TWITTER","Aug 06, 2015 08:00 PM",0,0,0,0,0,0,0,42,149,55897,Neutral,,,,,,,,,,
410328754809,"TWEET FROM: TMJ_NWK_SOCSCI","TMJ_NWK_SOCSCI","Jersey City Medical Center: Therapeutic Technician-PSY Adol Part Hosp (#JerseyCity, NJ) http://t.co/SCcGgux3W1 #SocialSciences #Job #Jobs","http://twitter.com/tmj_nwk_socsci/statuses/629379599017771009","TWITTER","Aug 06, 2015 07:52 PM",0,0,0,0,0,0,0,103,86,26,Neutral,,,,,,,,,,
