ARTICLE_ID,HEADLINE,AUTHOR,CONTENT,ARTICLE_URL,MEDIA_PROVIDER,PUBLISH_DATE,VIEW_COUNT,COMMENT_COUNT,UNIQUE_COMMENTERS,ENGAGEMENT,LIKES_AND_VOTES,INBOUND_LINKS,FORUM_THREAD_SIZE,FOLLOWING,FOLLOWERS,UPDATES,BLOG_POST_SENTIMENT,BLOG_POST_ENGAGEMENT,BLOG_POST_CLASSIFICATION,BLOG_POST_ASSIGNMENT,BLOG_POST_PRIORITY,BLOG_POST_COMMENT,BLOG_POST_NOTE,BLOG_POST_TAG,BLOG_SOURCE_TAG,FIRST_ENGAGEMENT_ACTIVITY,LAST_ENGAGEMENT_ACTIVITY
410557005570,"Post from Tony Caputo  ","TONY CAPUTO","#njmorningshow Mom & 2 kids (about 9 & 4) being transported to St. Barnabas Burn Center after #Newark Fire @News12NJ","http://www.facebook.com/permalink.php?story_fbid=10153164174007637&id=203543037636","Facebook Photo Posts","Aug 07, 2015 11:53 AM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410556249095,"TWEET FROM: TONYCAPUTO","TONYCAPUTO","#njmorningshow Mom 2 kids (about 9 & 4) being transported to St. Barnabas Burn Center after #Newark Fire @News12NJ http://t.co/J5LAOXd9kc","http://twitter.com/TonyCaputo/statuses/629621161207431168","TWITTER","Aug 07, 2015 11:52 AM",0,0,0,0,0,0,0,186,2219,6286,Neutral,,,,,,,,,,
410547304480,"TWEET FROM: JOBSATBARNABAS","JOBSATBARNABAS","Saint Barnabas Medical Center #Healthcare : Radiology Film Library Clerk, Radiology Support... (#Livingston, NJ) http://t.co/QdmTYee5k5","http://twitter.com/JobsAtBarnabas/statuses/629610883065352192","TWITTER","Aug 07, 2015 11:11 AM",0,0,0,0,0,0,0,0,123,669,Neutral,,,,,,,,,,
410531505746,"Post from Ealing Barnabites  ","EALING BARNABITES","Please volunteer again to be a water station helper at St Barnabas. The half marathon this year is on September 27. On the webpage please choose ""water station St Barnabas"" as your chosen role. Volunteer - Ealing Half Marathon You don’t have to be a runner to enjoy Ealing’s biggest event of the year. Last...","http://www.facebook.com/permalink.php?story_fbid=10153605449314273&id=20646404272","Facebook Link Posts","Aug 07, 2015 09:44 AM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410517177838,"TWEET FROM: JOBSATBARNABAS","JOBSATBARNABAS","#Healthcare alert: Cardiac Arrhythmia Technician, Cardiac... | Saint Barnabas Medical Center | #Livingston, NJ http://t.co/z0bxR55ntc","http://twitter.com/JobsAtBarnabas/statuses/629571546416164864","TWITTER","Aug 07, 2015 08:35 AM",0,0,0,0,0,0,0,0,123,739,Neutral,,,,,,,,,,
410514103930,"TWEET FROM: HEADLINEMEDICAL","HEADLINEMEDICAL","Medical Technologist (Cytology): Barnabas Health - Newark, NJ - of a general supervisor. Requirements: Bachelor of… http://t.co/nbnkkD1fLn","http://twitter.com/HeadlineMedical/statuses/629567125330468865","TWITTER","Aug 07, 2015 08:17 AM",0,0,0,0,0,0,0,0,9,5876,Neutral,,,,,,,,,,
410509087072,"TWEET FROM: JOBSATBARNABAS","JOBSATBARNABAS","Saint Barnabas Medical Center #Healthcare : Cardio Vascular Tech, Cardiac Catheter Lab, FT,... (#Livingston, NJ) http://t.co/68jt1YNqyB","http://twitter.com/JobsAtBarnabas/statuses/629559977208758273","TWITTER","Aug 07, 2015 07:49 AM",0,0,0,0,0,0,0,0,123,735,Neutral,,,,,,,,,,
410508767146,"TWEET FROM: MEDICALJOBSUSA","MEDICALJOBSUSA","Medical Technologist (Cytology): Barnabas Health - Newark, NJ - of a general supervisor. Requirements: Bachelor of… http://t.co/xWqgi8XESW","http://twitter.com/MEDICALJOBSUSA/statuses/629559052670930946","TWITTER","Aug 07, 2015 07:45 AM",0,0,0,0,0,0,0,147,164,32148,Neutral,,,,,,,,,,
410508726180,"TWEET FROM: MEDICALJOBSUSA","MEDICALJOBSUSA","Medical Technologist (Cytology): Barnabas Health - Newark, NJ - of a general supervisor. Requirements: Bachelor of… http://t.co/MBoxPjKzKa","http://twitter.com/MEDICALJOBSUSA/statuses/629559048866631680","TWITTER","Aug 07, 2015 07:45 AM",0,0,0,0,0,0,0,147,164,32145,Neutral,,,,,,,,,,
410462020897,"TWEET FROM: JOBSATBARNABAS","JOBSATBARNABAS","Nursing Supervisor, Nursing Supervisors FT Nights... - Saint Barnabas Medical Center: (#Livingston, NJ) http://t.co/1jYtpOmRu3 #Healthcare","http://twitter.com/JobsAtBarnabas/statuses/629502178990751744","TWITTER","Aug 07, 2015 03:59 AM",0,0,0,0,0,0,0,0,123,730,Neutral,,,,,,,,,,
