ARTICLE_ID,HEADLINE,AUTHOR,CONTENT,ARTICLE_URL,MEDIA_PROVIDER,PUBLISH_DATE,VIEW_COUNT,COMMENT_COUNT,UNIQUE_COMMENTERS,ENGAGEMENT,LIKES_AND_VOTES,INBOUND_LINKS,FORUM_THREAD_SIZE,FOLLOWING,FOLLOWERS,UPDATES,BLOG_POST_SENTIMENT,BLOG_POST_ENGAGEMENT,BLOG_POST_CLASSIFICATION,BLOG_POST_ASSIGNMENT,BLOG_POST_PRIORITY,BLOG_POST_COMMENT,BLOG_POST_NOTE,BLOG_POST_TAG,BLOG_SOURCE_TAG,FIRST_ENGAGEMENT_ACTIVITY,LAST_ENGAGEMENT_ACTIVITY
410561378434,"TWEET FROM: NWKNURSING","NWKNURSING","Registered Nurse (RN) NICU Fulltime-Flex Night shift - Newark Beth Israel Medical Center: (#Newark, NJ) http://t.co/ZswtDCdbkN #Nursing","http://twitter.com/nwknursing/statuses/629626754995326977","TWITTER","Aug 07, 2015 12:14 PM",0,0,0,0,0,0,0,325,494,270,Neutral,,,,,,,,,,
410555191177,"TWEET FROM: JOBSATBARNABAS","JOBSATBARNABAS","Newark Beth Israel Medical Center #SocialSciences : Mental Health Worker Voluntary Part-time Evenings (#Newark, NJ) http://t.co/7nA4KemICi","http://twitter.com/JobsAtBarnabas/statuses/629620125352636416","TWITTER","Aug 07, 2015 11:48 AM",0,0,0,0,0,0,0,0,123,671,Neutral,,,,,,,,,,
410510042625,"Post from Vernesa Davis Everett  ","VERNESA DAVIS EVERETT"," Center at Newark Beth Israel Hospital. Most recently Khalilah has accepted a position as a Mentor Manager at Big Brothers Big Sisters of Essex, Hudson and Union Counties. Somehow Khalilah doesn’t believe she’s doing enough to give back to her community. Our response: at least you’re doing! Thank you Khalilah for...","http://www.facebook.com/permalink.php?story_fbid=998716286826778&id=192813727417042","Facebook Photo Posts","Aug 07, 2015 07:53 AM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410497563963,"TWEET FROM: JOBSATBARNABAS","JOBSATBARNABAS","#Healthcare alert: Transplant Assistant (Cardiac Recovery Room) | Newark Beth Israel Medical Center | #Newark, NJ http://t.co/2HLn4DN5nr","http://twitter.com/JobsAtBarnabas/statuses/629543782434734081","TWITTER","Aug 07, 2015 06:45 AM",0,0,0,0,0,0,0,0,123,733,Neutral,,,,,,,,,,
410452144808,"TWEET FROM: JOBSATBARNABAS","JOBSATBARNABAS","#Newark, NJ #Nursing : Registered Nurse (RN) C6 Cardiothoracic Intensive... at Newark Beth Israel Medical Center http://t.co/y6zQzeM1qs","http://twitter.com/JobsAtBarnabas/statuses/629492942600679424","TWITTER","Aug 07, 2015 03:23 AM",0,0,0,0,0,0,0,0,123,727,Neutral,,,,,,,,,,
410360441561,"TWEET FROM: JOBSATBARNABAS","JOBSATBARNABAS","#Nursing in #Newark, NJ: Registered Nurse (RN) NICU Fulltime-Flex Night shift at Newark Beth Israel Medical Center http://t.co/CzTpKOmTz4","http://twitter.com/JobsAtBarnabas/statuses/629411830440419332","TWITTER","Aug 06, 2015 10:00 PM",0,0,0,0,0,0,0,0,123,711,Neutral,,,,,,,,,,
410340812780,"TWEET FROM: FOLLOWBOB","FOLLOWBOB","Had a great time delivering lunch to Mary Jenkins at Beth Israel this afternoon.  A little Jersey Mikes goes a... http://t.co/bp0ZW8thcM","http://twitter.com/followbob/statuses/629391868866899968","TWITTER","Aug 06, 2015 08:41 PM",0,0,0,0,0,0,0,153,202,3046,Neutral,,,,,,,,,,
410353992702,"Post from 965bobfm  ","965BOBFM","Had a great time delivering lunch to Mary Jenkins at Beth Israel this afternoon. A little Jersey Mikes goes a long way on a busy Thursday. Thanks to Jersey Mikes and Cavin's Business Solutions for helping make it happen, and a big thanks to Mary for being a member of the Bob Squad!!! #965bobfm","http://www.facebook.com/permalink.php?story_fbid=1130039083676191&id=205811732765602","Facebook Photo Posts","Aug 06, 2015 08:41 PM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
410338868856,"TWEET FROM: NEWARK_BETH","NEWARK_BETH","http://t.co/XjEchm8Akx http://t.co/jBX1CTTKFh","http://twitter.com/Newark_Beth/statuses/629390022655897610","TWITTER","Aug 06, 2015 08:34 PM",0,0,0,0,0,0,0,272,277,1275,Neutral,,,,,,,,,,
410340721164,"Post from Newark Beth Israel Medical Center and Children's Hospital of New Jersey  ","NEWARK BETH ISRAEL MEDICAL CENTER AND CHILDREN'S HOSPITAL OF NEW JERSEY","http://www.nj.com/living/northernjerseyliving/index.ssf/2015/08/barnabas_health_in_the_communi_115.html","http://www.facebook.com/permalink.php?story_fbid=1001086783258172&id=198809996819192","Facebook Photo Posts","Aug 06, 2015 08:34 PM",0,0,0,0,0,0,0,0,0,0,Neutral,,,,,,,,,,
